name,age,season,tournament,club,apps,mins,shots (off target),shots (on target),shots (blocked),goals,outside_of_box_goals,unsuccessful_dribbles,successful_dribbles,unsuccesful_touches,dispossessed,aerial_won,aerial_lost,total_passes,accurate_long_pass,inaccurate_long_pass,accurate_short_pass,inaccurate_short_pass,accurate_crosses,inaccurate_crosses,long_key_pass,short_key_pass,assists
Everon Pisas,18.0,2015,NE,FCDordrecht,25.0,1386.0,0.1,0.3,0.2,0.1,undefined,0.9,0.8,1.0,0.7,0.8,1.4,12.4,0.4,0.4,8.7,2.8,12.4,0.4,0.3,0.3,undefined
Denni Avdic,27.0,2017,SA,AIK,21.0,287.0,0.1,0.3,6.25,0.1,undefined,0.1,undefined,0.4,0.4,0.5,0.7,5.1,0.1,0.1,3.5,1.3,5.1,0.1,undefined,0.2,undefined
Denni Avdic,26.0,2016,SA,AIK,15.0,676.0,0.3,0.5,6.42,0.1,undefined,0.2,0.3,1.0,0.9,1.0,0.9,13.7,0.5,0.3,10.4,2.4,13.7,0.5,undefined,0.5,undefined
Denni Avdic,25.0,2015,NE,Heracles,22.0,1252.0,0.7,0.5,6.59,0.2,undefined,0.6,0.7,1.5,1.6,2.5,2.6,19.5,0.9,0.6,12.8,5.2,19.5,0.9,undefined,0.4,undefined
Denni Avdic,24.0,2014,UEL,AZAlkmaar,4.0,145.0,undefined,0.3,6.22,undefined,undefined,0.8,0.5,1.0,1.0,1.0,2.0,10.0,undefined,undefined,7.0,3.0,10.0,undefined,undefined,0.8,undefined
Denni Avdic,24.0,2014,NE,AZAlkmaar,13.0,437.0,0.1,0.5,6.14,undefined,undefined,0.8,0.2,0.9,0.9,1.8,2.3,10.5,0.2,0.2,7.2,2.9,10.5,0.2,undefined,0.2,undefined
Denni Avdic,21.0,2011,GB,WerderBremen,7.0,169.0,undefined,0.6,6.0,undefined,undefined,undefined,undefined,1.0,0.7,0.4,0.4,4.9,undefined,undefined,3.1,1.7,4.9,undefined,undefined,undefined,undefined
Mart Lieder,25.0,2015,NE,FCDordrecht,23.0,1693.0,1.0,0.6,0.4,0.1,undefined,0.8,0.5,3.0,1.3,1.9,3.2,21.5,0.3,0.3,14.8,6.1,21.5,0.3,undefined,1.0,0.1
Mart Lieder,24.0,2014,NE,RKCWaalwijk,1.0,17.0,1.0,undefined,undefined,undefined,undefined,undefined,1.0,undefined,1.0,1.0,undefined,5.0,undefined,undefined,3.0,2.0,5.0,undefined,undefined,undefined,undefined
Stipe Perica,25.0,2021,EC,Watford,16.0,358.0,0.1,0.3,undefined,0.1,undefined,0.1,0.1,0.4,0.3,0.6,2.2,3.6,0.1,0.1,2.5,1.0,3.6,0.1,undefined,0.2,undefined
Stipe Perica,23.0,2019,ISA,Frosinone,7.0,467.0,0.6,0.4,0.7,undefined,undefined,0.4,0.1,1.9,1.1,2.7,3.4,13.4,0.3,0.3,8.7,4.1,13.4,0.3,undefined,undefined,undefined
Stipe Perica,23.0,2019,TS,Kasimpasa,12.0,629.0,1.0,0.8,0.1,0.2,undefined,0.3,0.3,1.5,0.7,1.8,2.7,10.2,0.2,0.1,7.2,2.8,10.2,0.2,0.1,0.2,undefined
Stipe Perica,22.0,2018,ISA,Udinese,22.0,937.0,0.4,0.2,0.4,undefined,undefined,0.9,0.2,2.0,1.1,1.4,2.5,8.9,0.2,undefined,6.2,2.5,8.9,0.2,undefined,0.4,undefined
Stipe Perica,21.0,2017,ISA,Udinese,27.0,1065.0,0.3,0.7,0.3,0.2,undefined,0.6,0.4,1.3,1.7,0.9,1.7,6.2,0.2,0.1,4.4,1.5,6.2,0.2,undefined,0.7,undefined
Stipe Perica,20.0,2016,ISA,Udinese,11.0,463.0,0.6,0.6,0.1,0.2,undefined,0.9,0.7,1.7,0.9,0.7,2.4,8.7,undefined,undefined,5.6,3.1,8.7,undefined,undefined,0.3,undefined
Stipe Perica,19.0,2015,ISA,Udinese,9.0,358.0,0.6,0.2,0.4,0.1,undefined,0.6,0.1,0.9,1.2,0.1,1.2,6.3,undefined,0.1,4.1,2.1,6.3,undefined,undefined,0.3,undefined
Stipe Perica,19.0,2015,NE,NACBreda,10.0,746.0,0.5,0.9,0.2,0.3,undefined,1.3,0.5,2.8,1.2,1.3,2.3,13.6,undefined,undefined,9.7,3.9,13.6,undefined,undefined,0.8,undefined
Stipe Perica,18.0,2014,NE,NACBreda,25.0,820.0,0.3,0.6,0.3,0.2,undefined,0.9,0.4,1.1,1.0,2.0,2.4,8.8,undefined,undefined,4.9,3.9,8.8,undefined,undefined,0.3,undefined
Danny Hoesen,25.0,2021,UMLS,AustinFC,3.0,190.0,1.0,undefined,undefined,undefined,undefined,0.3,undefined,1.3,0.3,0.7,1.3,9.7,undefined,undefined,7.3,2.3,9.7,undefined,undefined,0.3,undefined
Danny Hoesen,24.0,2020,UMLS,SanJoseEarthquakes,9.0,273.0,0.8,0.3,0.2,0.1,undefined,0.3,0.3,1.3,0.9,0.4,0.8,7.9,0.2,0.3,5.4,1.9,7.9,0.2,undefined,undefined,undefined
Danny Hoesen,23.0,2019,UMLS,SanJoseEarthquakes,30.0,1466.0,0.7,0.8,0.4,0.2,undefined,0.5,0.5,1.7,0.7,0.4,0.8,11.7,0.5,0.2,8.2,2.8,11.7,0.5,undefined,0.8,0.1
Danny Hoesen,22.0,2018,UMLS,SanJoseEarthquakes,34.0,2488.0,0.9,1.0,0.6,0.4,0.1,0.6,0.7,2.3,1.4,1.1,2.2,16.0,0.4,0.3,10.9,4.4,16.0,0.4,0.1,1.0,0.1
Danny Hoesen,21.0,2017,UMLS,SanJoseEarthquakes,33.0,1929.0,0.9,0.7,0.6,0.2,undefined,1.0,0.8,2.0,1.3,0.9,1.6,18.2,0.6,0.6,12.4,4.6,18.2,0.6,0.2,1.0,0.2
Danny Hoesen,21.0,2017,NE,FCGroningen,10.0,518.0,0.5,0.5,0.4,0.4,0.1,0.4,0.1,1.0,0.8,0.9,1.6,11.1,0.1,0.4,7.7,2.9,11.1,0.1,undefined,0.6,undefined
Danny Hoesen,20.0,2016,UEL,FCGroningen,6.0,324.0,0.8,0.5,0.2,0.2,undefined,0.5,0.3,1.7,0.7,1.0,2.5,12.5,0.3,0.3,8.0,3.8,12.5,0.3,0.2,0.5,undefined
Danny Hoesen,20.0,2016,NE,FCGroningen,26.0,931.0,0.5,0.5,0.2,0.2,undefined,0.3,0.1,1.0,0.9,0.5,1.7,10.2,0.2,0.1,7.4,2.5,10.2,0.2,undefined,0.6,0.1
Danny Hoesen,19.0,2015,NE,FCGroningen,21.0,1421.0,0.6,0.5,0.6,0.1,undefined,0.8,0.2,1.6,1.0,1.1,2.1,17.0,0.6,0.2,11.5,4.8,17.0,0.6,undefined,0.6,undefined
Danny Hoesen,18.0,2014,UCL,Ajax,2.0,129.0,0.5,0.5,undefined,0.5,undefined,1.0,0.5,1.0,undefined,2.0,1.0,16.5,1.5,undefined,10.5,4.5,16.5,1.5,undefined,1.0,undefined
Danny Hoesen,18.0,2014,NE,Ajax,14.0,451.0,0.4,0.6,0.4,0.1,undefined,0.7,0.4,1.4,1.5,0.6,1.9,11.3,0.2,undefined,8.4,2.7,11.3,0.2,undefined,1.1,0.1
Danny Hoesen,17.0,2013,IEU,NetherlandsU21,2.0,98.0,1.0,0.5,undefined,0.5,undefined,1.0,undefined,2.5,0.5,0.5,1.0,11.0,undefined,undefined,8.5,2.5,11.0,undefined,undefined,undefined,undefined
Danny Hoesen,17.0,2013,UCL,Ajax,3.0,128.0,0.7,0.7,0.7,0.3,undefined,0.3,undefined,1.3,1.7,0.3,1.0,16.0,undefined,0.3,12.3,3.3,16.0,undefined,undefined,0.3,undefined
Anthony Biekman,24.0,2015,NE,FCDordrecht,10.0,524.0,0.2,0.2,0.3,0.1,undefined,0.1,0.2,2.3,0.9,0.3,2.0,9.9,0.2,0.3,7.9,1.5,9.9,0.2,undefined,1.0,0.1
Rick ten Voorde,22.0,2015,NE,FCDordrecht,25.0,1298.0,0.3,0.2,0.1,undefined,undefined,0.5,0.1,1.4,1.1,1.9,2.2,19.5,0.5,0.2,12.8,6.0,19.5,0.5,undefined,0.4,undefined
Vincent Janssen,25.0,2019,EPL,Tottenham,3.0,36.0,0.3,0.3,0.3,undefined,undefined,undefined,0.3,undefined,0.3,1.0,0.7,3.0,undefined,undefined,2.3,0.7,3.0,undefined,undefined,undefined,undefined
Vincent Janssen,24.0,2018,TS,Fenerbahce,16.0,855.0,0.9,0.8,0.9,0.3,undefined,0.5,0.8,1.7,1.1,0.7,1.3,15.4,0.4,0.1,11.2,3.6,15.4,0.4,undefined,0.8,0.1
Vincent Janssen,24.0,2018,EPL,Tottenham,1.0,1.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Vincent Janssen,23.0,2017,UCL,Tottenham,5.0,237.0,0.8,undefined,undefined,undefined,undefined,0.2,0.2,0.6,1.4,0.2,undefined,12.2,0.8,0.2,8.6,2.6,12.2,0.8,0.2,0.6,undefined
Vincent Janssen,23.0,2017,EPL,Tottenham,27.0,832.0,0.4,0.5,0.2,0.1,undefined,0.3,0.2,1.0,1.1,0.1,0.5,8.3,0.2,0.1,6.4,1.6,8.3,0.2,undefined,0.6,0.1
Vincent Janssen,23.0,2017,UEL,Tottenham,1.0,1.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1.0,2.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Vincent Janssen,22.0,2016,UEL,AZAlkmaar,6.0,511.0,0.8,1.7,0.8,0.2,undefined,0.2,0.8,2.5,1.8,0.3,1.2,21.0,1.8,0.7,14.3,4.2,21.0,1.8,undefined,1.3,undefined
Vincent Janssen,22.0,2016,NE,AZAlkmaar,34.0,2751.0,1.5,1.9,1.1,0.8,undefined,1.2,1.1,2.6,2.0,0.7,1.3,24.7,1.8,0.8,16.4,5.8,24.7,1.8,0.2,1.5,0.1
Amin Younes,31.0,2022,WC,Germany,3.0,39.0,undefined,undefined,0.3,undefined,undefined,0.3,undefined,0.3,undefined,undefined,0.3,9.7,undefined,undefined,8.3,1.3,9.7,undefined,undefined,0.3,undefined
Amin Younes,30.0,2021,GB,EintrachtFrankfurt,24.0,1309.0,0.3,0.5,0.5,0.1,undefined,1.0,1.8,1.3,1.1,undefined,0.6,23.0,1.0,0.5,16.4,5.0,23.0,1.0,0.1,0.8,0.1
Amin Younes,29.0,2020,ISA,Napoli,9.0,169.0,0.3,0.1,0.3,0.1,undefined,0.7,0.6,0.8,0.4,0.1,0.2,12.2,undefined,0.1,10.1,2.0,12.2,undefined,undefined,0.6,undefined
Amin Younes,29.0,2020,UCL,Napoli,1.0,5.0,undefined,undefined,undefined,undefined,undefined,1.0,undefined,undefined,undefined,undefined,undefined,2.0,undefined,undefined,2.0,undefined,2.0,undefined,undefined,undefined,undefined
Amin Younes,28.0,2019,ISA,Napoli,12.0,498.0,0.4,0.5,0.2,0.3,undefined,0.8,1.5,0.8,0.7,0.1,0.3,25.8,0.6,0.1,22.8,2.4,25.8,0.6,undefined,0.8,0.2
Amin Younes,28.0,2019,UEL,Napoli,3.0,39.0,undefined,undefined,undefined,undefined,undefined,1.0,0.3,undefined,0.3,undefined,undefined,11.0,0.7,undefined,9.0,1.3,11.0,0.7,undefined,undefined,undefined
Amin Younes,27.0,2018,NE,Ajax,13.0,849.0,0.8,0.8,0.8,0.1,0.1,2.2,3.2,1.9,1.8,0.3,0.2,26.2,0.8,0.5,19.8,5.2,26.2,0.8,0.2,1.2,0.2
Amin Younes,26.0,2017,NE,Ajax,29.0,2371.0,0.9,0.7,0.6,0.1,undefined,2.7,3.4,1.7,1.8,0.1,0.6,30.2,1.1,0.3,23.6,5.2,30.2,1.1,undefined,1.8,0.2
Amin Younes,26.0,2017,UEL,Ajax,15.0,1258.0,0.3,1.0,0.5,0.2,0.1,2.9,5.1,1.9,2.4,undefined,1.0,27.1,0.8,0.5,20.7,5.1,27.1,0.8,undefined,1.9,0.1
Amin Younes,25.0,2016,UEL,Ajax,6.0,287.0,0.5,0.3,0.3,undefined,undefined,1.3,2.0,1.5,1.7,undefined,0.2,17.2,0.5,0.5,14.3,1.8,17.2,0.5,undefined,0.3,undefined
Amin Younes,25.0,2016,NE,Ajax,27.0,1914.0,0.5,0.8,0.4,0.3,undefined,2.5,2.6,1.6,2.4,0.1,0.5,23.7,1.0,0.6,18.4,3.8,23.7,1.0,0.1,1.3,0.2
Amin Younes,24.0,2015,IEU,GermanyU21,4.0,334.0,1.3,1.0,undefined,undefined,undefined,2.5,3.5,0.8,1.8,undefined,0.3,33.8,1.0,0.3,27.8,4.8,33.8,1.0,undefined,1.8,0.3
Amin Younes,23.0,2014,GB,BorussiaMGladbach,14.0,199.0,undefined,undefined,0.1,undefined,undefined,0.6,1.1,0.5,0.1,0.1,0.1,7.2,0.2,undefined,5.8,1.2,7.2,0.2,undefined,0.4,0.1
Amin Younes,22.0,2013,GB,BorussiaMGladbach,11.0,530.0,0.2,0.3,0.2,0.1,undefined,1.1,1.4,0.7,1.8,0.2,1.2,16.5,1.1,0.4,11.6,3.4,16.5,1.1,0.1,0.6,undefined
Amin Younes,22.0,2013,UEL,BorussiaMGladbach,2.0,56.0,0.5,undefined,undefined,undefined,undefined,0.5,2.5,1.5,1.5,0.5,0.5,16.5,0.5,undefined,12.0,4.0,16.5,0.5,undefined,1.0,0.5
Amin Younes,21.0,2012,GB,BorussiaMGladbach,1.0,7.0,undefined,undefined,undefined,undefined,undefined,1.0,undefined,undefined,undefined,undefined,undefined,2.0,undefined,undefined,2.0,undefined,2.0,undefined,undefined,undefined,undefined
Maxime Lestienne,25.0,2021,BJL,StandardLiege,31.0,1755.0,0.4,0.5,0.2,0.2,undefined,0.8,0.8,1.5,0.7,0.1,0.4,19.9,1.2,0.6,14.3,3.9,19.9,1.2,0.2,1.0,0.2
Maxime Lestienne,25.0,2021,UEL,StandardLiege,4.0,262.0,0.3,0.5,0.5,0.5,undefined,1.8,1.3,1.3,undefined,undefined,0.3,18.8,1.0,0.8,13.3,3.8,18.8,1.0,undefined,1.8,undefined
Maxime Lestienne,24.0,2020,UEL,StandardLiege,5.0,183.0,0.2,0.8,undefined,0.4,undefined,0.2,undefined,1.2,0.4,0.2,0.4,12.8,0.2,1.4,8.2,3.0,12.8,0.2,undefined,1.0,undefined
Maxime Lestienne,23.0,2019,UEL,StandardLiege,5.0,218.0,0.4,0.6,0.4,undefined,undefined,0.2,0.6,0.6,0.2,undefined,undefined,16.4,0.8,0.8,12.0,2.8,16.4,0.8,0.6,0.8,undefined
Maxime Lestienne,22.0,2018,SLL,Malaga,12.0,672.0,0.8,0.1,undefined,undefined,undefined,0.7,0.8,1.0,0.7,undefined,0.4,16.7,0.7,0.8,11.8,3.4,16.7,0.7,0.1,0.8,0.1
Maxime Lestienne,22.0,2018,RPL,RubinKazan,10.0,355.0,0.3,0.2,0.1,0.2,undefined,undefined,0.2,1.3,0.1,0.3,0.2,10.6,0.6,0.7,7.4,1.9,10.6,0.6,undefined,0.5,0.1
Maxime Lestienne,21.0,2017,RPL,RubinKazan,13.0,618.0,0.8,0.5,undefined,0.2,undefined,0.3,0.4,1.5,0.4,0.1,0.3,14.1,0.6,0.7,10.1,2.7,14.1,0.6,0.1,0.7,0.1
Maxime Lestienne,20.0,2016,UCL,PSVEindhoven,4.0,171.0,0.8,1.0,undefined,0.5,undefined,0.5,0.5,0.3,1.0,undefined,0.5,13.0,1.0,1.0,7.8,3.3,13.0,1.0,0.3,0.8,0.5
Maxime Lestienne,20.0,2016,NE,PSVEindhoven,14.0,673.0,0.9,0.5,0.1,0.1,undefined,1.1,0.6,1.0,0.7,undefined,0.4,15.1,0.8,0.5,11.0,2.9,15.1,0.8,0.6,1.1,0.4
Maxime Lestienne,19.0,2015,ISA,Genoa,23.0,986.0,0.6,0.4,0.3,undefined,undefined,0.6,0.7,1.6,1.1,0.1,0.3,13.5,0.2,0.1,11.0,2.2,13.5,0.2,0.1,0.7,0.1
Maxime Lestienne,17.0,2013,UEL,ClubBruges,6.0,392.0,0.7,0.7,0.3,0.2,0.2,1.0,0.8,1.8,0.8,0.3,0.8,21.0,0.3,0.2,15.7,4.8,21.0,0.3,0.3,1.2,undefined
Milot Rashica,29.0,2022,WC,Kosovo,2.0,126.0,undefined,undefined,undefined,undefined,undefined,0.5,undefined,2.0,undefined,1.0,0.5,10.5,1.5,1.0,7.0,1.0,10.5,1.5,undefined,1.0,undefined
Milot Rashica,28.0,2021,GB,WerderBremen,21.0,1373.0,0.9,0.6,0.4,0.1,undefined,1.5,1.6,2.4,1.5,0.3,0.8,16.6,0.8,0.6,11.3,3.9,16.6,0.8,undefined,0.8,undefined
Milot Rashica,28.0,2021,UNL,Kosovo,1.0,75.0,1.0,1.0,undefined,undefined,undefined,1.0,1.0,3.0,undefined,undefined,1.0,22.0,4.0,undefined,14.0,4.0,22.0,4.0,undefined,undefined,undefined
Milot Rashica,27.0,2020,GB,WerderBremen,28.0,2278.0,0.9,1.0,0.6,0.3,0.1,1.6,2.0,3.1,1.9,0.5,1.0,19.9,1.1,0.8,14.0,4.0,19.9,1.1,0.3,1.1,0.2
Milot Rashica,26.0,2019,GB,WerderBremen,26.0,1559.0,0.9,1.0,0.4,0.3,undefined,1.7,1.3,1.8,1.3,0.3,1.2,14.7,0.3,0.4,9.8,4.2,14.7,0.3,0.2,0.9,0.2
Milot Rashica,26.0,2019,UNL,Kosovo,6.0,373.0,0.2,0.5,0.3,0.3,0.3,1.3,1.5,1.8,1.2,0.3,0.5,18.2,0.7,0.8,12.5,4.2,18.2,0.7,0.3,1.2,0.5
Milot Rashica,25.0,2018,GB,WerderBremen,9.0,385.0,0.3,0.6,0.8,0.1,undefined,2.4,1.7,1.1,0.4,0.2,0.4,10.2,1.1,0.8,6.1,2.2,10.2,1.1,0.2,0.3,undefined
Milot Rashica,25.0,2018,UEL,Vitesse,6.0,451.0,0.5,1.0,0.7,undefined,undefined,1.7,1.8,3.0,1.7,0.2,1.2,19.0,1.3,0.5,13.7,3.5,19.0,1.3,0.2,1.5,0.3
Milot Rashica,25.0,2018,NE,Vitesse,19.0,1607.0,0.8,1.1,0.5,0.2,0.1,1.9,2.4,2.9,1.7,0.7,1.0,21.9,1.3,0.9,13.8,5.9,21.9,1.3,0.2,1.2,0.2
Milot Rashica,24.0,2017,NE,Vitesse,33.0,2542.0,0.6,0.6,0.5,0.1,undefined,2.0,1.8,2.2,1.4,0.2,0.9,17.9,0.4,0.7,12.6,4.2,17.9,0.4,0.1,1.5,0.3
Milot Rashica,23.0,2016,NE,Vitesse,31.0,2369.0,0.4,1.0,0.6,0.3,undefined,3.1,2.5,2.8,1.1,0.6,0.9,15.7,0.5,0.4,11.0,3.8,15.7,0.5,0.2,0.9,0.1
Gastón Pereiro,28.0,2021,ISA,Cagliari,14.0,242.0,0.3,0.6,6.36,0.1,0.1,0.3,0.2,0.4,0.4,0.6,0.4,8.1,0.4,0.4,6.1,1.3,8.1,0.4,0.1,0.5,0.1
Gastón Pereiro,27.0,2020,ISA,Cagliari,10.0,347.0,1.1,0.3,6.16,0.1,0.1,0.2,0.5,0.3,0.6,0.2,0.7,11.0,0.3,0.2,8.4,2.1,11.0,0.3,undefined,0.2,undefined
Gastón Pereiro,27.0,2020,NE,PSVEindhoven,4.0,102.0,0.3,1.5,6.77,0.5,undefined,0.8,0.5,0.3,0.5,1.0,0.5,9.3,0.3,0.5,7.0,1.5,9.3,0.3,undefined,0.3,undefined
Gastón Pereiro,27.0,2020,UEL,PSVEindhoven,2.0,65.0,1.0,1.5,6.34,undefined,undefined,1.0,1.5,1.5,0.5,undefined,undefined,17.5,1.0,1.5,14.0,1.0,17.5,1.0,undefined,0.5,undefined
Gastón Pereiro,26.0,2019,ICA,Uruguay,1.0,26.0,undefined,undefined,6.7,undefined,undefined,undefined,2.0,1.0,1.0,1.0,undefined,20.0,undefined,1.0,14.0,5.0,20.0,undefined,undefined,2.0,undefined
Gastón Pereiro,26.0,2019,NE,PSVEindhoven,27.0,1659.0,0.7,1.4,7.18,0.4,0.1,0.1,0.7,1.0,1.0,1.0,0.8,25.9,0.7,0.9,19.2,5.1,25.9,0.7,0.4,1.1,0.2
Gastón Pereiro,26.0,2019,UCL,PSVEindhoven,6.0,393.0,0.7,0.8,6.54,undefined,undefined,undefined,0.7,1.0,1.3,0.2,0.3,17.7,0.8,1.0,12.3,3.5,17.7,0.8,0.3,0.7,0.2
Gastón Pereiro,25.0,2018,NE,PSVEindhoven,28.0,1730.0,0.7,1.1,7.23,0.4,undefined,0.4,1.2,0.8,1.0,1.2,1.0,21.4,0.8,0.8,15.2,4.6,21.4,0.8,0.6,1.5,0.1
Gastón Pereiro,24.0,2017,UCL,PSVEindhoven,5.0,272.0,0.4,1.2,6.49,undefined,undefined,0.6,0.6,0.6,1.2,1.0,2.8,17.8,0.4,0.4,13.2,3.8,17.8,0.4,0.2,0.4,0.2
Gastón Pereiro,24.0,2017,NE,PSVEindhoven,30.0,2167.0,0.8,1.9,7.15,0.3,0.1,1.4,1.4,1.4,1.5,0.8,0.9,26.7,0.6,0.4,20.5,5.2,26.7,0.6,undefined,1.1,0.1
Gastón Pereiro,23.0,2016,UCL,PSVEindhoven,6.0,253.0,0.2,undefined,6.28,undefined,undefined,1.0,1.8,0.7,0.3,0.5,1.0,15.2,0.3,0.3,11.3,3.2,15.2,0.3,undefined,0.2,undefined
Gastón Pereiro,23.0,2016,NE,PSVEindhoven,29.0,1335.0,0.2,1.0,6.89,0.4,undefined,1.0,0.9,1.2,0.7,0.7,0.7,16.4,0.7,0.2,11.9,3.6,16.4,0.7,undefined,0.5,0.1
Daley Sinkgraven,28.0,2021,GB,BayerLeverkusen,21.0,1528.0,0.1,undefined,0.1,undefined,undefined,0.4,1.3,1.4,0.9,0.4,0.6,49.6,3.1,2.9,37.4,6.1,49.6,3.1,0.1,0.3,undefined
Daley Sinkgraven,28.0,2021,UEL,BayerLeverkusen,4.0,252.0,0.3,undefined,0.3,undefined,undefined,undefined,0.3,1.0,1.0,0.5,0.8,33.8,3.3,1.3,25.5,3.8,33.8,3.3,undefined,0.8,0.3
Daley Sinkgraven,27.0,2020,GB,BayerLeverkusen,13.0,913.0,undefined,undefined,undefined,undefined,undefined,0.5,1.0,0.8,0.5,0.8,0.7,49.6,2.9,2.6,39.8,4.3,49.6,2.9,0.2,0.5,0.1
Daley Sinkgraven,27.0,2020,UEL,BayerLeverkusen,4.0,338.0,undefined,undefined,undefined,undefined,undefined,1.3,0.5,2.3,0.3,0.8,1.0,62.8,3.0,5.8,48.5,5.5,62.8,3.0,undefined,undefined,undefined
Daley Sinkgraven,27.0,2020,UCL,BayerLeverkusen,2.0,100.0,undefined,undefined,undefined,undefined,undefined,undefined,1.0,1.0,undefined,undefined,1.0,39.0,1.0,undefined,34.5,3.5,39.0,1.0,undefined,undefined,undefined
Daley Sinkgraven,26.0,2019,NE,Ajax,9.0,219.0,0.2,0.1,undefined,undefined,undefined,0.3,0.6,0.2,0.1,0.4,undefined,17.9,0.7,0.3,14.6,2.3,17.9,0.7,undefined,0.1,undefined
Daley Sinkgraven,26.0,2019,UCL,Ajax,2.0,94.0,undefined,undefined,undefined,undefined,undefined,0.5,0.5,0.5,undefined,1.0,0.5,20.5,0.5,2.5,15.5,2.0,20.5,0.5,undefined,1.0,undefined
Daley Sinkgraven,25.0,2018,NE,Ajax,4.0,145.0,undefined,undefined,undefined,undefined,undefined,0.5,1.0,0.8,0.3,0.8,0.3,24.8,2.5,1.0,19.3,2.0,24.8,2.5,0.5,undefined,undefined
Daley Sinkgraven,24.0,2017,NE,Ajax,24.0,1791.0,0.1,0.2,0.2,undefined,undefined,1.1,1.3,0.9,0.8,1.1,1.0,44.4,2.8,1.9,34.8,4.9,44.4,2.8,0.1,1.0,0.2
Daley Sinkgraven,24.0,2017,UEL,Ajax,7.0,500.0,undefined,undefined,0.4,undefined,undefined,0.7,1.4,0.9,0.9,1.1,1.0,41.9,3.9,2.7,30.4,4.9,41.9,3.9,undefined,0.3,undefined
Daley Sinkgraven,23.0,2016,UEL,Ajax,2.0,75.0,0.5,undefined,0.5,undefined,undefined,0.5,undefined,1.0,2.0,undefined,undefined,25.0,1.0,1.5,20.0,2.5,25.0,1.0,undefined,undefined,undefined
Daley Sinkgraven,23.0,2016,NE,Ajax,16.0,941.0,0.2,0.2,0.2,undefined,undefined,0.8,1.3,1.0,1.6,0.7,0.5,30.5,1.9,1.1,23.5,3.9,30.5,1.9,0.1,0.5,undefined
Daley Sinkgraven,22.0,2015,UEL,Ajax,4.0,171.0,undefined,undefined,undefined,undefined,undefined,undefined,1.0,0.8,2.0,1.0,0.8,31.8,2.0,0.8,25.3,3.8,31.8,2.0,0.5,0.8,undefined
Daley Sinkgraven,22.0,2015,NE,SCHeerenveen,20.0,1740.0,0.1,0.4,0.5,0.2,undefined,1.0,1.4,1.7,2.4,0.6,1.1,37.2,1.9,2.4,27.4,5.6,37.2,1.9,0.6,1.4,0.1
Daley Sinkgraven,22.0,2015,NE,Ajax,10.0,760.0,0.7,undefined,0.1,undefined,undefined,1.6,1.5,1.4,2.0,0.9,0.8,43.9,1.5,1.8,34.3,6.3,43.9,1.5,0.1,1.0,0.4
Daley Sinkgraven,21.0,2014,NE,SCHeerenveen,17.0,636.0,0.3,0.1,0.2,undefined,undefined,0.7,0.9,1.1,1.3,0.5,0.4,15.1,1.0,0.3,11.1,2.8,15.1,1.0,0.5,0.6,0.2
Lars Veldwijk,23.0,2020,NE,SpartaRotterdam,15.0,454.0,0.7,0.6,0.2,0.3,undefined,0.1,0.2,1.3,0.6,3.2,1.7,9.3,0.1,0.2,4.7,4.3,9.3,0.1,0.1,0.5,undefined
Lars Veldwijk,22.0,2019,ACoN,AfricaSouthAfrica,5.0,34.0,undefined,0.2,undefined,undefined,undefined,0.2,undefined,undefined,undefined,1.0,1.0,2.6,undefined,undefined,1.6,1.0,2.6,undefined,undefined,0.2,undefined
Lars Veldwijk,21.0,2018,NE,FCGroningen,18.0,878.0,0.6,0.6,0.3,0.2,undefined,0.7,0.4,1.8,1.2,1.8,2.1,9.6,0.3,0.1,6.0,3.2,9.6,0.3,0.2,0.6,0.1
Lars Veldwijk,20.0,2017,NE,Aalesund,16.0,1298.0,1.3,0.9,0.9,0.3,undefined,0.5,0.9,2.1,1.8,2.5,2.6,20.9,0.5,0.3,14.1,6.1,20.9,0.5,undefined,1.3,0.1
Lars Veldwijk,20.0,2017,EC,NottinghamForest,1.0,90.0,2.0,undefined,1.0,undefined,undefined,1.0,undefined,2.0,2.0,1.0,3.0,11.0,undefined,undefined,6.0,5.0,11.0,undefined,undefined,2.0,undefined
Lars Veldwijk,19.0,2016,NE,PECZwolle,35.0,3032.0,0.9,1.1,0.6,0.4,undefined,0.5,0.6,3.1,1.7,2.2,2.5,22.2,0.5,0.4,13.3,8.0,22.2,0.5,0.1,1.4,0.3
Lars Veldwijk,18.0,2015,EC,NottinghamForest,11.0,114.0,0.2,undefined,0.2,undefined,undefined,0.3,0.1,0.3,0.2,0.4,0.7,2.8,undefined,undefined,2.1,0.7,2.8,undefined,undefined,0.3,undefined
Sheraldo Becker,26.0,2021,GB,UnionBerlin,16.0,1082.0,0.9,0.6,0.4,0.2,0.1,0.9,0.9,1.3,0.7,0.4,1.3,16.1,0.5,0.3,10.6,4.6,16.1,0.5,0.1,0.9,0.1
Sheraldo Becker,25.0,2020,GB,UnionBerlin,13.0,537.0,0.2,0.3,undefined,undefined,undefined,0.3,0.6,0.7,0.2,0.2,0.8,8.8,undefined,0.4,5.6,2.8,8.8,undefined,0.2,0.5,0.2
